date,fix_mid,intrinsic_v1,intrinsic_v2,naive_rw,err_v2,err_rw,ret_basket,kf_state
2021-03-26,2.77835,2.77328648127577,2.7845028938888094,2.77405,-0.006152893888809352,0.0043000000000001926,-0.00027527399198809093,0.011216412613039494
2021-03-29,2.78145,2.7787022563551997,2.792380749069271,2.77835,-0.010930749069271162,0.0030999999999998806,0.00012677813323367715,0.013678492714071249
2021-03-30,2.79065,2.7821847844230283,2.79588045451527,2.78145,-0.005230454515269933,0.009199999999999875,0.00026413826779481093,0.013695670092241633
2021-03-31,2.78755,2.7894183506216566,2.8027648955598385,2.79065,-0.01521489555983857,-0.0030999999999998806,-0.0004414459898893101,0.013346544938181819
2021-04-01,2.78735,2.787687108401156,2.8016926112269585,2.78755,-0.014342611226958457,-0.00019999999999997797,4.918477851889578e-05,0.01400550282580243
2021-04-02,2.78545,2.7874116433101856,2.801725509447648,2.78735,-0.016275509447647885,-0.0019000000000000128,2.2115137518784786e-05,0.01431386613746205
2021-04-05,2.77745,2.787193523515202,2.7996426668222094,2.78545,-0.02219266682220944,-0.008000000000000007,0.0006257438017471116,0.012449143307007127
2021-04-06,2.77345,2.777495331628356,2.796636926246545,2.77745,-0.02318692624654517,-0.0040000000000000036,1.63211789318581e-05,0.01914159461818906
2021-04-07,2.76665,2.7735185217279827,2.791717592889424,2.77345,-0.025067592889424173,-0.006800000000000139,2.47060093158989e-05,0.01819907116144126
2021-04-08,2.76545,2.767713624729743,2.780487684943979,2.76665,-0.015037684943978835,-0.0011999999999998678,0.00038437110929466506,0.012774060214235581
2021-04-12,2.7633,2.7665224112150857,2.781643625653007,2.76545,-0.018343625653006956,-0.0021499999999998742,0.0003877138744747109,0.01512121443792118
