Date,EUR,GBP,JPY,,USD/TND Fixing t,, ,Exchange Date,Mid Price,,,USD/TND Fixing t,USD/TND Fixing t-1,delta fixing,percentage change,,EUR t,EUR t-1,delta EUR/USD %,,GBP t,GBP t-1,delta GBP/USD %,,JPY t,JPY t-1,delta USD/JPY  %,,percentage change,delta EUR/USD %,delta GBP/USD %,delta USD/JPY  %
22/9/2022,0.9836,1.1257,142.35,,3.23305,,,17/10/2022,3.251,,,3.23305,3.2218,0.01125,0.349183686,,0.9836,0.9837,-0.010165701,,1.1257,1.1266,-0.079886384,,142.35,144.04,-1.173285199,,0.349183686,-0.010165701,-0.079886384,-1.173285199
23/9/2022,0.969,1.0856,143.32,,3.25975,,,18/10/2022,3.24145,,,3.25975,3.23305,0.0267,0.825845564,,0.969,0.9836,-1.484343229,,1.0856,1.1257,-3.562227947,,143.32,142.35,0.681419038,,0.825845564,-1.484343229,-3.562227947,0.681419038
26/9/2022,0.9606,1.0684,144.75,,3.2841,,,19/10/2022,3.25825,,,3.2841,3.25975,0.02435,0.7469898,,0.9606,0.969,-0.866873065,,1.0684,1.0856,-1.584377303,,144.75,143.32,0.997767234,,0.7469898,-0.866873065,-1.584377303,0.997767234
27/9/2022,0.9592,1.0731,144.76,,3.2923,,,20/10/2022,3.2541,,,3.2923,3.2841,0.0082,0.24968789,,0.9592,0.9606,-0.145742244,,1.0731,1.0684,0.439910146,,144.76,144.75,0.006908463,,0.24968789,-0.145742244,0.439910146,0.006908463
28/9/2022,0.9734,1.0888,144.16,,3.2909,,,21/10/2022,3.25455,,,3.2909,3.2923,-0.0014,-0.042523464,,0.9734,0.9592,1.480400334,,1.0888,1.0731,1.463050974,,144.16,144.76,-0.414479138,,-0.042523464,1.480400334,1.463050974,-0.414479138
29/9/2022,0.9814,1.1115,144.45,,3.2633,,,24/10/2022,3.23455,,,3.2633,3.2909,-0.0276,-0.83867635,,0.9814,0.9734,0.821861516,,1.1115,1.0888,2.084864071,,144.45,144.16,0.201165372,,-0.83867635,0.821861516,2.084864071,0.201165372
30/9/2022,0.9799,1.116,144.75,,3.2546,,,25/10/2022,3.21085,,,3.2546,3.2633,-0.0087,-0.266601293,,0.9799,0.9814,-0.152842878,,1.116,1.1115,0.4048583,,144.75,144.45,0.20768432,,-0.266601293,-0.152842878,0.4048583,0.20768432
3/10/2022,0.9824,1.1322,144.53,,3.2531,,,26/10/2022,3.19235,,,3.2531,3.2546,-0.0015,-0.046088613,,0.9824,0.9799,0.255128074,,1.1322,1.116,1.451612903,,144.53,144.75,-0.151986183,,-0.046088613,0.255128074,1.451612903,-0.151986183
4/10/2022,0.9983,1.1473,144.09,,3.21525,,,27/10/2022,3.19645,,,3.21525,3.2531,-0.03785,-1.163505579,,0.9983,0.9824,1.618485342,,1.1473,1.1322,1.333686628,,144.09,144.53,-0.304435065,,-1.163505579,1.618485342,1.333686628,-0.304435065
5/10/2022,0.9882,1.1326,144.63,,3.23005,,,28/10/2022,3.21155,,,3.23005,3.21525,0.0148,0.460306353,,0.9882,0.9983,-1.011719924,,1.1326,1.1473,-1.281269067,,144.63,144.09,0.374765771,,0.460306353,-1.011719924,-1.281269067,0.374765771
6/10/2022,0.9788,1.1158,145.12,,3.23965,,,31/10/2022,3.23025,,,3.23965,3.23005,0.0096,0.297209022,,0.9788,0.9882,-0.951224448,,1.1158,1.1326,-1.483312732,,145.12,144.63,0.338795547,,0.297209022,-0.951224448,-1.483312732,0.338795547
7/10/2022,0.9741,1.1084,145.33,,3.25795,,,1/11/2022,3.21805,,,3.25795,3.23965,0.0183,0.564875835,,0.9741,0.9788,-0.480179812,,1.1084,1.1158,-0.663201291,,145.33,145.12,0.144707828,,0.564875835,-0.480179812,-0.663201291,0.144707828
10/10/2022,0.97,1.1055,145.68,,3.27015,,,2/11/2022,3.228,,,3.27015,3.25795,0.0122,0.374468608,,0.97,0.9741,-0.420901345,,1.1055,1.1084,-0.261638398,,145.68,145.33,0.240831212,,0.374468608,-0.420901345,-0.261638398,0.240831212
11/10/2022,0.9703,1.0963,145.86,,3.271,,,3/11/2022,3.2612,,,3.271,3.27015,0.00085,0.025992691,,0.9703,0.97,0.030927835,,1.0963,1.1055,-0.832202623,,145.86,145.68,0.123558484,,0.025992691,0.030927835,-0.832202623,0.123558484
12/10/2022,0.9704,1.1103,146.91,,3.2737,,,4/11/2022,3.22275,,,3.2737,3.271,0.0027,0.082543565,,0.9704,0.9703,0.010306091,,1.1103,1.0963,1.277022713,,146.91,145.86,0.719868367,,0.082543565,0.010306091,1.277022713,0.719868367
13/10/2022,0.9773,1.1329,147.22,,3.27185,,,7/11/2022,3.20695,,,3.27185,3.2737,-0.00185,-0.056510981,,0.9773,0.9704,0.711046991,,1.1329,1.1103,2.035485905,,147.22,146.91,0.211013546,,-0.056510981,0.711046991,2.035485905,0.211013546
14/10/2022,0.9719,1.117,148.74,,3.2637,,,8/11/2022,3.20785,,,3.2637,3.27185,-0.00815,-0.249094549,,0.9719,0.9773,-0.55254272,,1.117,1.1329,-1.4034778,,148.74,147.22,1.032468415,,-0.249094549,-0.55254272,-1.4034778,1.032468415
17/10/2022,0.9838,1.1353,149.03,,3.251,,,9/11/2022,3.20245,,,3.251,3.2637,-0.0127,-0.389128903,,0.9838,0.9719,1.224405803,,1.1353,1.117,1.63831692,,149.03,148.74,0.19497109,,-0.389128903,1.224405803,1.63831692,0.19497109
18/10/2022,0.9852,1.1318,149.26,,3.24145,,,10/11/2022,3.18195,,,3.24145,3.251,-0.00955,-0.293755767,,0.9852,0.9838,0.142305347,,1.1318,1.1353,-0.308288558,,149.26,149.03,0.154331343,,-0.293755767,0.142305347,-0.308288558,0.154331343
19/10/2022,0.9771,1.1214,149.89,,3.25825,,,11/11/2022,3.13945,,,3.25825,3.24145,0.0168,0.518286569,,0.9771,0.9852,-0.822168088,,1.1214,1.1318,-0.918890263,,149.89,149.26,0.422082273,,0.518286569,-0.822168088,-0.918890263,0.422082273
20/10/2022,0.9783,1.1233,150.14,,3.2541,,,14/11/2022,3.1429,,,3.2541,3.25825,-0.00415,-0.127368986,,0.9783,0.9771,0.122812404,,1.1233,1.1214,0.169431068,,150.14,149.89,0.166788979,,-0.127368986,0.122812404,0.169431068,0.166788979
21/10/2022,0.986,1.1302,147.64,,3.25455,,,15/11/2022,3.11675,,,3.25455,3.2541,0.00045,0.013828708,,0.986,0.9783,0.787079628,,1.1302,1.1233,0.614261551,,147.64,150.14,-1.665112562,,0.013828708,0.787079628,0.614261551,-1.665112562
24/10/2022,0.9874,1.1275,148.96,,3.23455,,,16/11/2022,3.1248,,,3.23455,3.25455,-0.02,-0.614524281,,0.9874,0.986,0.14198783,,1.1275,1.1302,-0.238895771,,148.96,147.64,0.894066649,,-0.614524281,0.14198783,-0.238895771,0.894066649
25/10/2022,0.9964,1.1467,147.91,,3.21085,,,17/11/2022,3.1406,,,3.21085,3.23455,-0.0237,-0.732713979,,0.9964,0.9874,0.911484707,,1.1467,1.1275,1.702882483,,147.91,148.96,-0.704887218,,-0.732713979,0.911484707,1.702882483,-0.704887218
26/10/2022,1.0077,1.1627,146.35,,3.19235,,,18/11/2022,3.1291,,,3.19235,3.21085,-0.0185,-0.576171419,,1.0077,0.9964,1.134082698,,1.1627,1.1467,1.395308276,,146.35,147.91,-1.054695423,,-0.576171419,1.134082698,1.395308276,-1.054695423
27/10/2022,0.9962,1.1564,146.27,,3.19645,,,21/11/2022,3.1542,,,3.19645,3.19235,0.0041,0.128432033,,0.9962,1.0077,-1.141212662,,1.1564,1.1627,-0.541842264,,146.27,146.35,-0.054663478,,0.128432033,-1.141212662,-0.541842264,-0.054663478
28/10/2022,0.9963,1.161,147.45,,3.21155,,,22/11/2022,3.14705,,,3.21155,3.19645,0.0151,0.472399068,,0.9963,0.9962,0.010038145,,1.161,1.1564,0.397786233,,147.45,146.27,0.806727285,,0.472399068,0.010038145,0.397786233,0.806727285
31/10/2022,0.9883,1.1469,148.71,,3.23025,,,23/11/2022,3.13365,,,3.23025,3.21155,0.0187,0.582273357,,0.9883,0.9963,-0.802970993,,1.1469,1.161,-1.214470284,,148.71,147.45,0.854526958,,0.582273357,-0.802970993,-1.214470284,0.854526958
1/11/2022,0.9874,1.1483,148.28,,3.21805,,,24/11/2022,3.1129,,,3.21805,3.23025,-0.0122,-0.377679746,,0.9874,0.9883,-0.091065466,,1.1483,1.1469,0.122068184,,148.28,148.71,-0.289153386,,-0.377679746,-0.091065466,0.122068184,-0.289153386
2/11/2022,0.9817,1.1389,147.9,,3.228,,,25/11/2022,3.125,,,3.228,3.21805,0.00995,0.309193456,,0.9817,0.9874,-0.577273648,,1.1389,1.1483,-0.818601411,,147.9,148.28,-0.256271918,,0.309193456,-0.577273648,-0.818601411,-0.256271918
3/11/2022,0.9751,1.1165,148.27,,3.2612,,,28/11/2022,3.1061,,,3.2612,3.228,0.0332,1.02850062,,0.9751,0.9817,-0.672303148,,1.1165,1.1389,-1.96681008,,148.27,147.9,0.250169033,,1.02850062,-0.672303148,-1.96681008,0.250169033
4/11/2022,0.996,1.1375,146.59,,3.22275,,,29/11/2022,3.1306,,,3.22275,3.2612,-0.03845,-1.17901386,,0.996,0.9751,2.143369911,,1.1375,1.1165,1.880877743,,146.59,148.27,-1.133068052,,-1.17901386,2.143369911,1.880877743,-1.133068052
7/11/2022,1.0019,1.1511,146.62,,3.20695,,,30/11/2022,3.1268,,,3.20695,3.22275,-0.0158,-0.490264526,,1.0019,0.996,0.592369478,,1.1511,1.1375,1.195604396,,146.62,146.59,0.020465243,,-0.490264526,0.592369478,1.195604396,0.020465243
8/11/2022,1.0072,1.1536,145.66,,3.20785,,,1/12/2022,3.1008,,,3.20785,3.20695,0.0009,0.028064048,,1.0072,1.0019,0.52899491,,1.1536,1.1511,0.217183564,,145.66,146.62,-0.654753785,,0.028064048,0.52899491,0.217183564,-0.654753785
9/11/2022,1.0011,1.1356,146.44,,3.20245,,,2/12/2022,3.1092,,,3.20245,3.20785,-0.0054,-0.168337048,,1.0011,1.0072,-0.605639396,,1.1356,1.1536,-1.560332871,,146.44,145.66,0.535493615,,-0.168337048,-0.605639396,-1.560332871,0.535493615
10/11/2022,1.0208,1.1713,140.95,,3.18195,,,5/12/2022,3.0889,,,3.18195,3.20245,-0.0205,-0.640134897,,1.0208,1.0011,1.967835381,,1.1713,1.1356,3.143712575,,140.95,146.44,-3.74897569,,-0.640134897,1.967835381,3.143712575,-3.74897569
11/11/2022,1.0352,1.1835,138.79,,3.13945,,,6/12/2022,3.0996,,,3.13945,3.18195,-0.0425,-1.335658951,,1.0352,1.0208,1.410658307,,1.1835,1.1713,1.041577734,,138.79,140.95,-1.532458319,,-1.335658951,1.410658307,1.041577734,-1.532458319
14/11/2022,1.0325,1.1752,139.88,,3.1429,,,7/12/2022,3.098,,,3.1429,3.13945,0.00345,0.10989186,,1.0325,1.0352,-0.260819165,,1.1752,1.1835,-0.701309675,,139.88,138.79,0.785359176,,0.10989186,-0.260819165,-0.701309675,0.785359176
15/11/2022,1.0348,1.1858,139.29,,3.11675,,,8/12/2022,3.0972,,,3.11675,3.1429,-0.02615,-0.832034109,,1.0348,1.0325,0.222760291,,1.1858,1.1752,0.901974132,,139.29,139.88,-0.421790106,,-0.832034109,0.222760291,0.901974132,-0.421790106
16/11/2022,1.0392,1.1908,139.55,,3.1248,,,9/12/2022,3.0895,,,3.1248,3.11675,0.00805,0.258281864,,1.0392,1.0348,0.425202938,,1.1908,1.1858,0.421656266,,139.55,139.29,0.186660923,,0.258281864,0.425202938,0.421656266,0.186660923
17/11/2022,1.036,1.1862,140.18,,3.1406,,,12/12/2022,3.0879,,,3.1406,3.1248,0.0158,0.50563236,,1.036,1.0392,-0.307929176,,1.1862,1.1908,-0.386294928,,140.18,139.55,0.451451093,,0.50563236,-0.307929176,-0.386294928,0.451451093
18/11/2022,1.0324,1.1884,140.35,,3.1291,,,13/12/2022,3.0686,,,3.1291,3.1406,-0.0115,-0.366172069,,1.0324,1.036,-0.347490347,,1.1884,1.1862,0.185466195,,140.35,140.18,0.121272649,,-0.366172069,-0.347490347,0.185466195,0.121272649
21/11/2022,1.0241,1.1821,142.12,,3.1542,,,14/12/2022,3.0725,,,3.1542,3.1291,0.0251,0.802147582,,1.0241,1.0324,-0.803951957,,1.1821,1.1884,-0.530124537,,142.12,140.35,1.261132882,,0.802147582,-0.803951957,-0.530124537,1.261132882
22/11/2022,1.0302,1.1883,141.24,,3.14705,,,15/12/2022,3.06315,,,3.14705,3.1542,-0.00715,-0.226681884,,1.0302,1.0241,0.595644957,,1.1883,1.1821,0.524490314,,141.24,142.12,-0.619195046,,-0.226681884,0.595644957,0.524490314,-0.619195046
23/11/2022,1.0395,1.2052,139.59,,3.13365,,,16/12/2022,3.0785,,,3.13365,3.14705,-0.0134,-0.425795586,,1.0395,1.0302,0.902737333,,1.2052,1.1883,1.422199781,,139.59,141.24,-1.168224299,,-0.425795586,0.902737333,1.422199781,-1.168224299
24/11/2022,1.0408,1.211,138.61,,3.1129,,,19/12/2022,3.0867,,,3.1129,3.13365,-0.02075,-0.662167121,,1.0408,1.0395,0.125060125,,1.211,1.2052,0.481247926,,138.61,139.59,-0.702056021,,-0.662167121,0.125060125,0.481247926,-0.702056021
25/11/2022,1.0395,1.2093,139.1,,3.125,,,20/12/2022,3.0834,,,3.125,3.1129,0.0121,0.388705066,,1.0395,1.0408,-0.12490392,,1.2093,1.211,-0.140379851,,139.1,138.61,0.353509848,,0.388705066,-0.12490392,-0.140379851,0.353509848
28/11/2022,1.0337,1.1958,138.94,,3.1061,,,21/12/2022,3.0797,,,3.1061,3.125,-0.0189,-0.6048,,1.0337,1.0395,-0.557960558,,1.1958,1.2093,-1.116348301,,138.94,139.1,-0.115025162,,-0.6048,-0.557960558,-1.116348301,-0.115025162
29/11/2022,1.0327,1.1953,138.68,,3.1306,,,22/12/2022,3.0836,,,3.1306,3.1061,0.0245,0.788770484,,1.0327,1.0337,-0.096739866,,1.1953,1.1958,-0.041813012,,138.68,138.94,-0.187131136,,0.788770484,-0.096739866,-0.041813012,-0.187131136
30/11/2022,1.0405,1.2056,138.03,,3.1268,,,23/12/2022,3.08475,,,3.1268,3.1306,-0.0038,-0.121382483,,1.0405,1.0327,0.755301636,,1.2056,1.1953,0.861708358,,138.03,138.68,-0.468704932,,-0.121382483,0.755301636,0.861708358,-0.468704932
1/12/2022,1.0522,1.2253,135.27,,3.1008,,,26/12/2022,3.0813,,,3.1008,3.1268,-0.026,-0.831521044,,1.0522,1.0405,1.124459395,,1.2253,1.2056,1.634041141,,135.27,138.03,-1.999565312,,-0.831521044,1.124459395,1.634041141,-1.999565312
2/12/2022,1.0538,1.2287,134.3,,3.1092,,,27/12/2022,3.0845,,,3.1092,3.1008,0.0084,0.270897833,,1.0538,1.0522,0.152062346,,1.2287,1.2253,0.277483065,,134.3,135.27,-0.71708435,,0.270897833,0.152062346,0.277483065,-0.71708435
5/12/2022,1.0491,1.2188,136.74,,3.0889,,,28/12/2022,3.0784,,,3.0889,3.1092,-0.0203,-0.652901068,,1.0491,1.0538,-0.446004935,,1.2188,1.2287,-0.805729633,,136.74,134.3,1.816827997,,-0.652901068,-0.446004935,-0.805729633,1.816827997
6/12/2022,1.0469,1.2137,137.05,,3.0996,,,29/12/2022,3.0764,,,3.0996,3.0889,0.0107,0.346401632,,1.0469,1.0491,-0.209703555,,1.2137,1.2188,-0.418444372,,137.05,136.74,0.22670762,,0.346401632,-0.209703555,-0.418444372,0.22670762
7/12/2022,1.0505,1.2199,136.6,,3.098,,,30/12/2022,3.077,,,3.098,3.0996,-0.0016,-0.051619564,,1.0505,1.0469,0.343872385,,1.2199,1.2137,0.510834638,,136.6,137.05,-0.328347318,,-0.051619564,0.343872385,0.510834638,-0.328347318
8/12/2022,1.0556,1.2233,136.65,,3.0972,,,2/1/2023,3.0744,,,3.0972,3.098,-0.0008,-0.025823112,,1.0556,1.0505,0.485483103,,1.2233,1.2199,0.27871137,,136.65,136.6,0.036603221,,-0.025823112,0.485483103,0.27871137,0.036603221
9/12/2022,1.053,1.2255,136.56,,3.0895,,,3/1/2023,3.0933,,,3.0895,3.0972,-0.0077,-0.248611649,,1.053,1.0556,-0.246305419,,1.2255,1.2233,0.179841413,,136.56,136.65,-0.06586169,,-0.248611649,-0.246305419,0.179841413,-0.06586169
12/12/2022,1.0535,1.227,137.66,,3.0879,,,4/1/2023,3.0817,,,3.0879,3.0895,-0.0016,-0.051788315,,1.0535,1.053,0.047483381,,1.227,1.2255,0.122399021,,137.66,136.56,0.805506737,,-0.051788315,0.047483381,0.122399021,0.805506737
13/12/2022,1.063,1.2354,135.57,,3.0686,,,5/1/2023,3.0997,,,3.0686,3.0879,-0.0193,-0.62502024,,1.063,1.0535,0.901756051,,1.2354,1.227,0.684596577,,135.57,137.66,-1.518233328,,-0.62502024,0.901756051,0.684596577,-1.518233328
14/12/2022,1.0682,1.2421,135.47,,3.0725,,,6/1/2023,3.1009,,,3.0725,3.0686,0.0039,0.127093789,,1.0682,1.063,0.489181562,,1.2421,1.2354,0.542334467,,135.47,135.57,-0.073762632,,0.127093789,0.489181562,0.542334467,-0.073762632
15/12/2022,1.0626,1.2176,137.76,,3.06315,,,9/1/2023,3.06785,,,3.06315,3.0725,-0.00935,-0.304312449,,1.0626,1.0682,-0.524246396,,1.2176,1.2421,-1.972465985,,137.76,135.47,1.690411161,,-0.304312449,-0.524246396,-1.972465985,1.690411161
16/12/2022,1.0582,1.214,136.69,,3.0785,,,10/1/2023,3.0637,,,3.0785,3.06315,0.01535,0.50111813,,1.0582,1.0626,-0.414078675,,1.214,1.2176,-0.295663601,,136.69,137.76,-0.776713124,,0.50111813,-0.414078675,-0.295663601,-0.776713124
19/12/2022,1.0605,1.2146,136.88,,3.0867,,,11/1/2023,3.06465,,,3.0867,3.0785,0.0082,0.266363489,,1.0605,1.0582,0.217350217,,1.2146,1.214,0.049423394,,136.88,136.69,0.139000658,,0.266363489,0.217350217,0.049423394,0.139000658
20/12/2022,1.0621,1.2181,131.7,,3.0834,,,12/1/2023,3.05225,,,3.0834,3.0867,-0.0033,-0.106910293,,1.0621,1.0605,0.15087223,,1.2181,1.2146,0.288160711,,131.7,136.88,-3.784336645,,-0.106910293,0.15087223,0.288160711,-3.784336645
21/12/2022,1.0603,1.2083,132.47,,3.0797,,,13/1/2023,3.05225,,,3.0797,3.0834,-0.0037,-0.119997405,,1.0603,1.0621,-0.169475567,,1.2083,1.2181,-0.804531648,,132.47,131.7,0.584662111,,-0.119997405,-0.169475567,-0.804531648,0.584662111
22/12/2022,1.0593,1.2043,132.33,,3.0836,,,16/1/2023,3.04605,,,3.0836,3.0797,0.0039,0.126635711,,1.0593,1.0603,-0.09431293,,1.2043,1.2083,-0.331043615,,132.33,132.47,-0.105684306,,0.126635711,-0.09431293,-0.331043615,-0.105684306
23/12/2022,1.0614,1.2058,132.79,,3.08475,,,17/1/2023,3.0374,,,3.08475,3.0836,0.00115,0.037294072,,1.0614,1.0593,0.198244123,,1.2058,1.2043,0.124553683,,132.79,132.33,0.347615809,,0.037294072,0.198244123,0.124553683,0.347615809
26/12/2022,1.0635,1.206,132.86,,3.0813,,,18/1/2023,3.03585,,,3.0813,3.08475,-0.00345,-0.111840506,,1.0635,1.0614,0.197851894,,1.206,1.2058,0.016586499,,132.86,132.79,0.052714813,,-0.111840506,0.197851894,0.016586499,0.052714813
27/12/2022,1.0638,1.2021,133.48,,3.0845,,,19/1/2023,3.04605,,,3.0845,3.0813,0.0032,0.10385227,,1.0638,1.0635,0.028208745,,1.2021,1.206,-0.323383085,,133.48,132.86,0.466656631,,0.10385227,0.028208745,-0.323383085,0.466656631
28/12/2022,1.0608,1.2013,134.47,,3.0784,,,20/1/2023,3.048,,,3.0784,3.0845,-0.0061,-0.197763009,,1.0608,1.0638,-0.282007896,,1.2013,1.2021,-0.066550204,,134.47,133.48,0.741684147,,-0.197763009,-0.282007896,-0.066550204,0.741684147
29/12/2022,1.0661,1.2052,133.01,,3.0764,,,23/1/2023,3.04145,,,3.0764,3.0784,-0.002,-0.064968815,,1.0661,1.0608,0.499622926,,1.2052,1.2013,0.324648298,,133.01,134.47,-1.085744032,,-0.064968815,0.499622926,0.324648298,-1.085744032
30/12/2022,1.0702,1.2097,131.11,,3.077,,,24/1/2023,3.03965,,,3.077,3.0764,0.0006,0.019503316,,1.0702,1.0661,0.384579308,,1.2097,1.2052,0.373382011,,131.11,133.01,-1.428464025,,0.019503316,0.384579308,0.373382011,-1.428464025
1/1/2023,1.1044,1.2723,140.87,,3.0744,,,25/1/2023,3.0392,,,3.0744,3.077,-0.0026,-0.084497888,,1.1044,1.0702,3.195664362,,1.2723,1.2097,5.174836736,,140.87,131.11,7.444130882,,-0.084497888,3.195664362,5.174836736,7.444130882
2/1/2023,1.0662,1.2045,130.73,,3.0744,,,26/1/2023,3.03275,,,3.0744,3.0744,0,0,,1.0662,1.1044,-3.458891706,,1.2045,1.2723,-5.328931856,,130.73,140.87,-7.198125932,,0,-3.458891706,-5.328931856,-7.198125932
3/1/2023,1.0546,1.1966,131,,3.0933,,,27/1/2023,3.0414,,,3.0933,3.0744,0.0189,0.614754098,,1.0546,1.0662,-1.087975989,,1.1966,1.2045,-0.655873807,,131,130.73,0.206532548,,0.614754098,-1.087975989,-0.655873807,0.206532548
4/1/2023,1.0599,1.2053,132.62,,3.0817,,,30/1/2023,3.0414,,,3.0817,3.0933,-0.0116,-0.375004041,,1.0599,1.0546,0.502560212,,1.2053,1.1966,0.727060003,,132.62,131,1.236641221,,-0.375004041,0.502560212,0.727060003,1.236641221
5/1/2023,1.052,1.1906,133.4,,3.0997,,,31/1/2023,3.0423,,,3.0997,3.0817,0.018,0.584093195,,1.052,1.0599,-0.745353335,,1.1906,1.2053,-1.219613374,,133.4,132.62,0.588146584,,0.584093195,-0.745353335,-1.219613374,0.588146584
6/1/2023,1.0644,1.2092,132.07,,3.1009,,,1/2/2023,3.03185,,,3.1009,3.0997,0.0012,0.038713424,,1.0644,1.052,1.178707224,,1.2092,1.1906,1.562237527,,132.07,133.4,-0.997001499,,0.038713424,1.178707224,1.562237527,-0.997001499
9/1/2023,1.0728,1.2183,131.88,,3.06785,,,2/2/2023,3.02575,,,3.06785,3.1009,-0.03305,-1.065819601,,1.0728,1.0644,0.789177001,,1.2183,1.2092,0.752563678,,131.88,132.07,-0.143863103,,-1.065819601,0.789177001,0.752563678,-0.143863103
10/1/2023,1.0734,1.2155,132.25,,3.0637,,,3/2/2023,3.0471,,,3.0637,3.06785,-0.00415,-0.135273889,,1.0734,1.0728,0.055928412,,1.2155,1.2183,-0.229828449,,132.25,131.88,0.280558083,,-0.135273889,0.055928412,-0.229828449,0.280558083
11/1/2023,1.0755,1.2142,132.47,,3.06465,,,6/2/2023,3.06785,,,3.06465,3.0637,0.00095,0.031008258,,1.0755,1.0734,0.195640022,,1.2142,1.2155,-0.106951872,,132.47,132.25,0.166351607,,0.031008258,0.195640022,-0.106951872,0.166351607
12/1/2023,1.0846,1.22,129.22,,3.05225,,,7/2/2023,3.0773,,,3.05225,3.06465,-0.0124,-0.404613904,,1.0846,1.0755,0.846118085,,1.22,1.2142,0.477680777,,129.22,132.47,-2.453385672,,-0.404613904,0.846118085,0.477680777,-2.453385672
13/1/2023,1.0828,1.2226,127.88,,3.05225,,,8/2/2023,3.0677,,,3.05225,3.05225,0,0,,1.0828,1.0846,-0.165959801,,1.2226,1.22,0.213114754,,127.88,129.22,-1.036991178,,0,-0.165959801,0.213114754,-1.036991178
16/1/2023,1.0816,1.2191,128.54,,3.04605,,,9/2/2023,3.05585,,,3.04605,3.05225,-0.0062,-0.203128839,,1.0816,1.0828,-0.11082379,,1.2191,1.2226,-0.286275151,,128.54,127.88,0.516108852,,-0.203128839,-0.11082379,-0.286275151,0.516108852
17/1/2023,1.0788,1.2288,128.13,,3.0374,,,10/2/2023,3.0733,,,3.0374,3.04605,-0.00865,-0.283974327,,1.0788,1.0816,-0.25887574,,1.2288,1.2191,0.795668936,,128.13,128.54,-0.318966859,,-0.283974327,-0.25887574,0.795668936,-0.318966859
18/1/2023,1.0792,1.2346,128.88,,3.03585,,,13/2/2023,3.0796,,,3.03585,3.0374,-0.00155,-0.051030487,,1.0792,1.0788,0.037078235,,1.2346,1.2288,0.472005208,,128.88,128.13,0.585343011,,-0.051030487,0.037078235,0.472005208,0.585343011
19/1/2023,1.0827,1.2389,128.42,,3.04605,,,14/2/2023,3.0644,,,3.04605,3.03585,0.0102,0.335984979,,1.0827,1.0792,0.324314307,,1.2389,1.2346,0.348290944,,128.42,128.88,-0.356921167,,0.335984979,0.324314307,0.348290944,-0.356921167
20/1/2023,1.0855,1.2393,129.57,,3.048,,,15/2/2023,3.08215,,,3.048,3.04605,0.00195,0.064017334,,1.0855,1.0827,0.258612727,,1.2393,1.2389,0.032286706,,129.57,128.42,0.895499143,,0.064017334,0.258612727,0.032286706,0.895499143
23/1/2023,1.0868,1.2373,130.66,,3.04145,,,16/2/2023,3.082,,,3.04145,3.048,-0.00655,-0.214895013,,1.0868,1.0855,0.119760479,,1.2373,1.2393,-0.161381425,,130.66,129.57,0.841244115,,-0.214895013,0.119760479,-0.161381425,0.841244115
24/1/2023,1.0885,1.2328,130.15,,3.03965,,,17/2/2023,3.0922,,,3.03965,3.04145,-0.0018,-0.059182298,,1.0885,1.0868,0.156422525,,1.2328,1.2373,-0.363695143,,130.15,130.66,-0.390326037,,-0.059182298,0.156422525,-0.363695143,-0.390326037
25/1/2023,1.0915,1.24,129.59,,3.0392,,,20/2/2023,3.08135,,,3.0392,3.03965,-0.00045,-0.014804336,,1.0915,1.0885,0.275608636,,1.24,1.2328,0.58403634,,129.59,130.15,-0.430272762,,-0.014804336,0.275608636,0.58403634,-0.430272762
26/1/2023,1.0889,1.2406,130.21,,3.03275,,,21/2/2023,3.0864,,,3.03275,3.0392,-0.00645,-0.212226902,,1.0889,1.0915,-0.238204306,,1.2406,1.24,0.048387097,,130.21,129.59,0.478431978,,-0.212226902,-0.238204306,0.048387097,0.478431978
27/1/2023,1.0867,1.2397,129.85,,3.0414,,,22/2/2023,3.0897,,,3.0414,3.03275,0.00865,0.285219685,,1.0867,1.0889,-0.202038755,,1.2397,1.2406,-0.072545542,,129.85,130.21,-0.276476461,,0.285219685,-0.202038755,-0.072545542,-0.276476461
30/1/2023,1.0844,1.2352,130.44,,3.0414,,,23/2/2023,3.0962,,,3.0414,3.0414,0,0,,1.0844,1.0867,-0.211649949,,1.2352,1.2397,-0.362991046,,130.44,129.85,0.454370427,,0,-0.211649949,-0.362991046,0.454370427
31/1/2023,1.0862,1.232,130.09,,3.0423,,,24/2/2023,3.1108,,,3.0423,3.0414,0.0009,0.029591635,,1.0862,1.0844,0.165990409,,1.232,1.2352,-0.259067358,,130.09,130.44,-0.2683226,,0.029591635,0.165990409,-0.259067358,-0.2683226
1/2/2023,1.0989,1.2376,128.93,,3.03185,,,27/2/2023,3.10465,,,3.03185,3.0423,-0.01045,-0.343490123,,1.0989,1.0862,1.169213773,,1.2376,1.232,0.454545455,,128.93,130.09,-0.891690368,,-0.343490123,1.169213773,0.454545455,-0.891690368
2/2/2023,1.091,1.2223,128.65,,3.02575,,,28/2/2023,3.0961,,,3.02575,3.03185,-0.0061,-0.201197289,,1.091,1.0989,-0.718900719,,1.2223,1.2376,-1.236263736,,128.65,128.93,-0.217172109,,-0.201197289,-0.718900719,-1.236263736,-0.217172109
